"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What is Blockchain.com's role in the cryptocurrency ecosystem?","Blockchain.com is a significant player in the cryptocurrency ecosystem, providing essential services for managing and trading digital assets.","Blockchain.com provides a platform for holding, using, managing crypto assets, and exploring cryptocurrency transactions. It also develops financial services standards and infrastructure for cryptocurrencies.
","0.01287150253861497","0.45454545454545453","0.2727272727272727","0.8366281390190125","neutral","0.000986958504654467","0.9975507855415344","0.0014622528105974197","0.2151","0.5026","0.35"
"What is Xiaohongshu's influence on consumer trends in China?","Xiaohongshu plays a significant role in shaping consumer trends in China, particularly in the fashion and beauty industries.","Xiaohongshu focuses on lifestyle topics, giving it an advantage over traditional Chinese search engines and earning it the reputation of ""National Lifestyle Guide"". Users share, search, and bookmark product reviews and travel destination introductions.
","0.007205335066302803","0.11538461538461539","0.11538461538461539","0.7349749207496643","neutral","0.08041572570800781","0.9041377305984497","0.01544647291302681","0.0765","0.2596","0.1304"
"What is CoinDesk?","CoinDesk is a subsidiary of DCG that provides news and information about the cryptocurrency and blockchain industry.","A global media, research, and events platform that was acquired by Digital Currency Group in 2016.
","0.013741794079912908","0.1818181818181818","0.12121212121212122","0.5253498554229736","neutral","0.00975607056170702","0.9627675414085388","0.0274763572961092","0.0888","0.0408","0.1875"
"What is Swiggy?","Swiggy is an Indian online food ordering and delivery platform.","Indian online food ordering and delivery company.
","0.5270837136273565","0.7058823529411764","0.7058823529411764","0.740168571472168","entailment","0.015799229964613914","0.02321186102926731","0.9609889388084412","0.6171","0.5112","0.7059"
"What is the full name of Stripe?","Stripe, Inc.","Stripe, Inc.
","0.316227766016838","1.0","1.0","1.0000001192092896","entailment","0.10312936455011368","0.12563279271125793","0.7712379097938538","0.9375","1.0","1.0"
"What is TripActions' integration capabilities?","TripActions integrates with various HR and accounting systems, enabling seamless data exchange and process automation.","Users can access mobile apps for Uber and Lyft in their mobile travel itineraries while traveling.
","0.012300686288463768","0.06451612903225808","0.06451612903225808","0.4373093247413635","neutral","0.19075186550617218","0.7030190825462341","0.1062290221452713","0.0331","0.0847","0.069"
"What are some key features of Klaviyo's platform?","Key features include customer segmentation, automated workflows, and personalized messaging.","Email marketing and SMS marketing.
","0.01976560930094397","0.13333333333333333","0.13333333333333333","0.5185816287994385","neutral","0.02896334044635296","0.8123466372489929","0.15868999063968658","0.0526","0.2524","0.1333"
"What are some key features of Telegram?","Key features include cloud-based messaging, end-to-end encrypted secret chats, large group chats, channels, and bots.","-exchange messages
-share media and files
-hold private and group voice or video calls as well as public livestreams
-post stories
-create large public groups with up to 200,000 members
-share one-way updates to unlimited audiences in so-called channels.
","0.006243702571093031","0.2","0.13333333333333333","0.6342252492904663","neutral","0.009403635747730732","0.7768287658691406","0.21376760303974152","0.0862","0.054","0.125"
"What were the controversies surrounding JUUL Labs?","Controversies included allegations of marketing to minors, contributing to youth vaping, and health concerns related to nicotine use.","-Youth vaping
-Marketing practices aimed at teenagers and minors
-Infringements and counterfeit pods
","0.010576314093370788","0.3225806451612903","0.1935483870967742","0.747002124786377","neutral","0.03201548755168915","0.8677666187286377","0.10021791607141495","0.0286","0.1775","0.0714"
"What is Nord Security's focus on privacy?","Nord Security prioritizes user privacy and security through its range of cybersecurity products.","five key areas of focus: security, privacy, advertising practices, disclosure and transparency, and social responsibility.
","0.015718877363021206","0.28571428571428575","0.21428571428571427","0.5441061854362488","neutral","0.010346322320401669","0.979468822479248","0.010184736922383308","0.0758","0.1657","0.1538"
"What other applications are there for Hives AI?","Livestreaming moderation, contextual advertising, deepfake detection, and AI-generated artwork detection.","Automated content moderation, deepfake detection, AI-generated artwork detection, and contextual advertising.
","0.07175852914772135","0.8695652173913043","0.6086956521739131","0.8830956220626831","entailment","0.003022425342351198","0.08578819781541824","0.9111893773078918","0.5668","0.7025","0.7"
"What is Bolt Financial's focus on shopper identity?","Bolt Financial aims to create a network of verified shoppers, reducing the need for repeated logins and improving the shopping experience.","I don't know.
","0.0","0.0","0.0","0.25990158319473267","contradiction","0.869266152381897","0.09697678685188293","0.03375709801912308","0.0","0.0","0.0"
"How does Via Transportation contribute to reducing CO2 emissions?","By pooling multiple passengers into shared vehicles, reducing the number of vehicle kilometers traveled.","Via saves more than 600,000 kilograms of CO2 by pooling multiple passengers into shared vehicles.
","0.2574866101628968","0.5333333333333333","0.4666666666666667","0.7873384356498718","neutral","0.001372770988382399","0.9976698756217957","0.0009573223651386797","0.4907","0.4876","0.4828"
"What is Gett?","Gett is a global ground transportation platform that provides ride-hailing and corporate transportation services.","An Israeli B2B Ground Transportation Management (GTM) platform and marketplace, and B2C ride-hailing app headquartered in London, and owned by GT GetTaxi (UK) Limited.
","0.01041441909198652","0.3","0.3","0.7103318572044373","neutral","0.4245624840259552","0.5542439222335815","0.021193532273173332","0.1667","0.2336","0.2857"
"What industry does Anthropic operate in?","Artificial intelligence.","Artificial Intelligence
","0.1495348781221221","1.0","1.0","0.9501257538795471","entailment","0.012412072159349918","0.058824386447668076","0.9287635087966919","0.25","0.72","0.5"
"What is a Discord server?","A Discord server is a community space where users can communicate through text and voice channels.","A server is a collection of persistent chat rooms and voice channels which can be accessed via invite links.
","0.06892964965915206","0.45714285714285713","0.39999999999999997","0.7905608415603638","neutral","0.0019800174050033092","0.8939788937568665","0.10404115915298462","0.3894","0.4868","0.3636"
"What is Biosplice Therapeutics?","Biosplice Therapeutics is a clinical-stage biotechnology company focused on developing therapeutics for diseases with significant unmet medical needs.","A private biopharmaceutical company based in San Diego, California. It was formerly Samumed, LLC.
","0.010733825545492848","0.12121212121212122","0.12121212121212122","0.6429321765899658","neutral","0.017410708591341972","0.9799456596374512","0.002643564250320196","0.0568","0.0469","0.129"
"What are some key features of Starling Bank's app?","Key features include instant notifications, spending insights, and integrated financial management tools.","- Instant notifications of transactions.
- Freezing and unfreezing cards.
- Categorising transactions.
- Creating separate ""goals"".
- In-app chat with customer service representatives.
- 'Settle Up' feature.
- Real-time notifications and spending insights.
- Virtual cards.
","0.005959978627465526","0.27906976744186046","0.18604651162790697","0.7216570377349854","neutral","0.06045560538768768","0.6747481822967529","0.2647961974143982","0.1034","0.2123","0.1579"
"What is Canva's mobile app?","Canva offers a mobile app for designing on the go.","Android, iOS, iPadOS
","0.0","0.0","0.0","0.45858636498451233","neutral","0.0033956996630877256","0.9898920059204102","0.006712331436574459","0.0","-0.0012","0.0"
"What is Anduril's focus on autonomy?","Anduril focuses on developing autonomous systems that can operate with minimal human intervention.","Anduril specializes in autonomous systems.
","0.012900038794401852","0.33333333333333337","0.33333333333333337","0.8826055526733398","entailment","0.00408088369295001","0.05781734362244606","0.9381017088890076","0.082","0.6117","0.2222"
"What is Ripple's vision for the future of payments?","Ripple envisions a future where cross-border payments are seamless and efficient, powered by blockchain technology.","I don't know.
","0.0","0.0","0.0","0.30217647552490234","contradiction","0.7935822010040283","0.14306503534317017","0.0633527860045433","0.0","0.034","0.0"
